symbol,date,open,high,low,close,volume,delivery_qty,delivery_percentage
SYM053,2023-04-19,113.73,115.18,112.16,112.68,1179560,794112,67.32276371588264
SYM053,2023-04-20,112.53,113.06,112.25,112.25,1183218,906687,76.62894942809825
SYM053,2023-04-21,111.42,112.41,111.19,111.22,888197,324900,36.579750583303706
SYM053,2023-04-24,110.81,111.46,109.12,110.77,1350190,554794,41.09009339830874
SYM053,2023-04-25,109.92,111.15,109.76,109.76,1479608,948881,64.1305909938946
SYM053,2023-04-26,108.79,109.12,106.5,107.88,1256004,666730,53.08347888340985
SYM053,2023-04-27,108.27,109.64,107.35,109.64,1130502,369568,32.69062970511317
SYM053,2023-04-28,110.03,111.4,110.02,110.02,973440,586473,60.24756746957218
SYM053,2023-05-01,110.52,110.88,109.76,110.88,1246394,484898,38.9041369472382
SYM053,2023-05-02,110.17,111.35,109.23,111.35,1018369,531855,52.22622401236292
SYM053,2023-05-03,111.51,111.79,111.13,111.79,1122680,814438,72.54416150236037
SYM053,2023-05-04,111.73,113.99,111.28,111.28,807707,461548,57.14301315160388
SYM053,2023-05-05,110.83,111.31,110.74,110.74,1205934,529940,43.94438674455611
SYM053,2023-05-08,110.96,111.5,110.54,111.32,611031,253253,41.446985550303566
SYM053,2023-05-09,110.08,110.45,110.0,110.45,1073225,635683,59.231111541534645
SYM053,2023-05-10,110.24,111.18,108.54,109.81,1230717,730947,59.39196780481139
SYM053,2023-05-11,109.48,109.53,108.42,109.38,1411099,589748,41.79352669449405
SYM053,2023-05-12,111.01,111.17,110.05,110.05,1229816,430114,34.973924061252035
SYM053,2023-05-15,110.49,112.86,109.36,109.36,1218020,924762,75.92342411251383
SYM053,2023-05-16,108.55,109.31,107.06,107.99,643969,340635,52.89625606069865
SYM053,2023-05-17,108.22,108.88,107.51,108.37,1888955,1257067,66.54828723896645
SYM053,2023-05-18,108.41,110.58,107.57,110.58,1307433,699750,53.5209624087616
SYM053,2023-05-19,110.89,112.32,110.32,112.32,987696,693627,70.22678133815091
SYM053,2023-05-22,111.33,113.76,109.3,109.57,1080010,673123,62.32565089849868
SYM053,2023-05-23,109.75,110.52,109.74,109.74,462430,124415,26.904773653779383
SYM053,2023-05-24,109.28,110.78,106.5,106.5,1345954,134595,10.0
SYM053,2023-05-25,106.3,107.95,104.27,107.95,880434,357916,40.65224106155858
SYM053,2023-05-26,107.78,108.44,107.55,107.55,807642,208954,25.87214677760215
SYM053,2023-05-29,107.69,108.47,107.53,107.53,1002451,724023,72.22532373114561
SYM053,2023-05-30,108.0,108.24,106.22,108.24,864431,366507,42.398682091363774
SYM053,2023-05-31,107.9,109.07,106.69,109.07,850851,434098,51.01938175430574
SYM053,2023-06-01,109.49,109.53,108.45,109.53,1244998,512235,41.14344080497762
SYM053,2023-06-02,109.28,111.63,109.19,109.19,932617,741156,79.47059618651609
SYM053,2023-06-05,109.03,110.1,108.86,110.1,1141693,297492,26.05713756026123
SYM053,2023-06-06,110.19,110.48,108.76,109.02,1108252,711737,64.22161154578139
SYM053,2023-06-07,109.03,110.04,107.08,109.56,373423,148894,39.873011333676686
SYM053,2023-06-08,110.3,111.17,109.4,110.48,883008,585469,66.30403146617655
SYM053,2023-06-09,110.64,111.39,110.1,110.1,1191018,174249,14.630286623215575
SYM053,2023-06-12,111.15,113.41,110.9,113.41,510507,117614,23.038827929446065
SYM053,2023-06-13,114.44,114.46,112.65,114.46,801418,266511,33.254952636128564
SYM053,2023-06-14,114.02,114.51,112.78,113.19,653731,226768,34.688412414846354
SYM053,2023-06-15,112.99,113.87,112.06,113.87,802694,564929,70.37912877625851
SYM053,2023-06-16,114.66,114.9,113.18,114.9,1133598,692376,61.0777665211739
SYM053,2023-06-19,115.28,115.57,113.13,113.37,999513,522486,52.274119681682116
SYM053,2023-06-20,113.42,114.38,111.68,114.38,731509,201944,27.606534771990543
SYM053,2023-06-21,114.87,115.53,111.96,114.72,574768,361816,62.94993352865985
SYM053,2023-06-22,114.47,114.65,112.57,114.65,1321891,912563,69.03466696135864
SYM053,2023-06-23,114.93,115.87,113.94,113.94,580964,349215,60.109717893051965
SYM053,2023-06-26,114.58,114.88,113.26,114.88,715459,432482,60.448312519815126
SYM053,2023-06-27,114.67,115.01,112.32,115.01,360817,224216,62.1412742734335
SYM053,2023-06-28,115.42,117.83,113.74,116.53,831888,381929,45.91114138193511
SYM053,2023-06-29,116.58,118.55,115.74,118.19,1462626,712965,48.745605538425615
SYM053,2023-06-30,116.88,116.98,115.31,116.98,1039464,600451,57.765516008872495
SYM053,2023-07-03,117.13,117.98,116.6,117.98,1061929,481736,45.364302564800525
SYM053,2023-07-04,117.77,118.98,116.97,118.98,1188009,616299,51.87663095216938
SYM053,2023-07-05,120.12,120.37,117.83,120.37,954474,553671,58.00798151843042
SYM053,2023-07-06,119.76,121.52,119.58,119.58,874266,387157,44.28374845255501
SYM053,2023-07-07,119.49,119.67,118.26,119.67,1464415,692434,47.284063337406984
SYM053,2023-07-10,120.05,120.26,119.59,120.26,817676,577281,70.60031931400232
SYM053,2023-07-11,120.3,121.16,119.05,120.97,1095258,459681,41.97013885519996
SYM053,2023-07-12,121.43,123.57,121.39,121.39,1250835,734554,58.725123393651174
SYM053,2023-07-13,120.12,121.69,119.05,121.69,1121032,571944,51.01943504965956
SYM053,2023-07-14,122.05,122.65,121.21,122.65,599998,460980,76.83040372536463
SYM053,2023-07-17,123.58,125.23,123.42,123.82,643088,523382,81.38587453530701
SYM053,2023-07-18,124.6,125.99,123.16,125.99,970916,554286,57.08897758105766
SYM053,2023-07-19,126.29,126.31,126.01,126.31,753708,491183,65.16893829206678
SYM053,2023-07-20,126.38,126.67,126.1,126.1,1244313,868205,69.77390739487778
SYM053,2023-07-21,127.56,128.44,126.97,128.14,875342,629683,71.93567494143996
SYM053,2023-07-24,126.91,127.33,126.15,127.33,1507845,646458,42.873001659425455
SYM053,2023-07-25,126.33,126.52,123.95,126.35,750115,517408,68.97716709139567
SYM053,2023-07-26,126.33,127.12,124.75,125.88,769957,318858,41.41250051266843
SYM053,2023-07-27,126.54,127.79,125.26,127.79,1242647,380936,30.65526268923023
SYM053,2023-07-28,127.65,127.82,126.35,126.35,584359,229066,39.199581743044504
SYM053,2023-07-31,126.12,126.66,125.93,125.93,1365539,878241,64.31467425558533
SYM053,2023-08-01,126.21,126.34,125.47,125.49,1017580,623019,61.225599236370165
SYM053,2023-08-02,126.87,128.49,125.61,128.49,521319,387888,74.40516567299976
SYM053,2023-08-03,128.03,130.12,127.79,127.79,966830,439113,45.41790768786633
SYM053,2023-08-04,127.2,128.01,125.12,125.12,1023890,604123,59.002744595622396
SYM053,2023-08-07,124.64,126.98,124.24,126.97,624696,341109,54.604079138591906
SYM053,2023-08-08,126.64,126.73,124.04,126.73,883276,698370,79.06597111456601
SYM053,2023-08-09,126.23,127.65,126.2,127.65,1152658,501270,43.4882447884608
SYM053,2023-08-10,126.42,127.45,125.34,125.99,1190169,716796,60.22644014409506
SYM053,2023-08-11,125.83,127.9,125.01,127.05,1498130,880990,58.806005709813476
SYM053,2023-08-14,126.91,127.05,126.9,127.05,1522875,560214,36.78662829462041
SYM053,2023-08-15,126.45,127.18,126.43,126.43,1451418,903358,62.23970251387405
SYM053,2023-08-16,126.24,127.7,125.5,125.5,1040560,636126,61.13307644121177
SYM053,2023-08-17,124.93,125.24,122.05,124.44,860189,404006,46.967183036170105
SYM053,2023-08-18,125.93,127.0,124.44,127.0,1238881,833629,67.2889255220587
SYM053,2023-08-21,126.81,128.28,126.34,126.34,913451,632773,69.27284888438106
SYM053,2023-08-22,126.28,128.18,125.07,128.18,604079,434871,71.98914145763199
SYM053,2023-08-23,129.41,129.76,127.12,129.76,480117,232151,48.3530639675723
SYM053,2023-08-24,129.56,129.77,129.53,129.53,1279302,1151371,90.0
SYM053,2023-08-25,130.35,131.28,129.86,129.86,1256918,627026,49.886038919520566
SYM053,2023-08-28,128.93,129.13,128.53,129.13,1746680,678690,38.85601240556723
SYM053,2023-08-29,129.95,130.68,129.9,130.68,848014,411328,48.50487664557495
SYM053,2023-08-30,129.44,129.8,126.75,129.8,1286597,634010,49.27812396033648
SYM053,2023-08-31,129.71,131.27,128.42,128.42,1313169,497868,37.91350648211327
SYM053,2023-09-01,128.01,128.37,125.45,128.37,888799,684860,77.05461889469164
SYM053,2023-09-04,128.17,128.55,127.58,128.55,1008594,656433,65.0840537502644
SYM053,2023-09-05,128.81,129.68,127.67,128.69,894701,513538,57.39779914774178
SYM053,2023-09-06,128.59,129.14,127.4,129.14,1263230,624394,49.42841901147546
SYM053,2023-09-07,129.19,129.87,127.78,128.73,1141967,786588,68.88012352439034
SYM053,2023-09-08,128.9,129.22,128.46,128.46,895606,638635,71.30764705706397
SYM053,2023-09-11,129.3,130.02,127.75,130.02,1146453,515139,44.9333106165779
SYM053,2023-09-12,129.16,130.1,127.93,130.1,946158,404093,42.70886809760259
SYM053,2023-09-13,129.31,129.74,128.77,128.77,927578,568239,61.26057009876655
SYM053,2023-09-14,128.0,129.48,127.91,128.95,1195321,537610,44.97627234352156
SYM053,2023-09-15,129.04,129.2,128.97,128.97,1115309,461757,41.40172417749539
SYM053,2023-09-18,128.78,130.94,125.98,130.94,491791,264364,53.755537166027786
SYM053,2023-09-19,131.1,131.24,130.72,131.24,993686,839040,84.43714352414611
SYM053,2023-09-20,132.07,133.05,131.68,131.68,708726,480456,67.79154151011517
SYM053,2023-09-21,131.57,132.29,131.4,132.29,1178243,857041,72.7389628306316
SYM053,2023-09-22,131.59,132.31,131.01,131.01,1063002,586482,55.17225410431139
SYM053,2023-09-25,130.96,131.25,129.96,130.5,364977,151154,41.41479571649412
SYM053,2023-09-26,128.81,130.27,128.08,130.27,1255444,498174,39.6811616374645
SYM053,2023-09-27,129.71,129.89,129.21,129.21,575930,349348,60.658121057145244
SYM053,2023-09-28,128.81,128.96,128.7,128.95,1158022,671802,58.01292588092019
SYM053,2023-09-29,130.22,132.76,128.53,130.56,1327006,437975,33.00478117790324
SYM053,2023-10-02,130.77,132.48,129.48,132.48,1356526,752449,55.468845218217865
SYM053,2023-10-03,133.34,135.61,132.41,133.14,567492,361538,63.70818464664988
SYM053,2023-10-04,133.12,135.31,131.04,132.84,1215623,655609,53.9320105878969
SYM053,2023-10-05,133.41,134.49,132.58,133.75,738871,474851,64.26719786791261
SYM053,2023-10-06,134.08,134.93,133.95,134.93,651453,318755,48.93000325071721
SYM053,2023-10-09,134.95,135.49,132.51,133.76,1136641,615310,54.13409257451504
SYM053,2023-10-10,134.04,136.95,133.44,134.87,879633,348828,39.65609341397995
SYM053,2023-10-11,136.26,136.47,134.98,136.47,1298109,737661,56.82583822937413
SYM053,2023-10-12,136.61,138.17,133.74,133.74,1215633,440488,36.235334473570404
SYM053,2023-10-13,133.42,134.91,132.09,132.95,593883,149326,25.144072726542415
SYM053,2023-10-16,133.23,136.27,132.37,132.37,1279129,818414,63.982157353938625
SYM053,2023-10-17,132.5,133.77,131.65,131.65,828360,399114,48.18123211248654
SYM053,2023-10-18,131.16,132.08,129.99,131.0,1001328,386920,38.64074857170654
SYM053,2023-10-19,130.03,130.18,129.3,130.18,1242056,761762,61.33078003867027
SYM053,2023-10-20,129.81,131.29,129.4,129.4,974008,634706,65.16441692126259
SYM053,2023-10-23,129.35,129.86,126.9,129.86,1589966,883406,55.56136053318461
SYM053,2023-10-24,130.45,131.02,130.41,130.56,1221343,553218,45.295953061822466
SYM053,2023-10-25,130.99,131.59,130.85,131.59,813634,232047,28.519833379710757
SYM053,2023-10-26,130.49,132.08,129.63,129.63,637154,341785,53.64253090966051
SYM053,2023-10-27,129.38,130.09,128.95,128.95,901496,493066,54.694291159089914
SYM053,2023-10-30,129.14,130.98,128.66,128.66,1029522,436999,42.44688160956
SYM053,2023-10-31,129.3,129.5,128.44,128.44,1080142,568674,52.64814742357706
SYM053,2023-11-01,127.29,128.32,126.81,128.32,1013601,512169,50.529648885230536
SYM053,2023-11-02,129.2,130.69,127.23,129.8,934671,541214,57.904251320677595
SYM053,2023-11-03,129.99,131.55,128.49,130.11,784444,505236,64.4069069582458
SYM053,2023-11-06,128.9,129.73,127.9,127.9,1263938,610128,48.272059918137145
SYM053,2023-11-07,128.07,128.96,126.5,128.96,930206,519395,55.83661607143328
SYM053,2023-11-08,128.13,128.42,126.16,126.55,1074398,486588,45.28940644249363
SYM053,2023-11-09,126.95,128.12,126.62,127.38,955853,468131,48.97526500348588
SYM053,2023-11-10,127.8,130.49,126.96,126.96,782023,364524,46.61303636002272
SYM053,2023-11-13,126.76,128.11,126.59,128.11,1134291,573524,50.56237429301376
SYM053,2023-11-14,127.72,128.29,127.06,128.29,686293,375264,54.6799536720516
SYM053,2023-11-15,128.07,129.09,125.57,129.09,883044,582530,65.96844106924542
SYM053,2023-11-16,129.79,129.86,129.73,129.86,982705,502889,51.17401250988771
SYM053,2023-11-17,129.36,130.0,125.85,129.58,719585,429887,59.74105342893231
SYM053,2023-11-20,128.85,129.85,128.28,128.95,793638,599297,75.51267991628919
SYM053,2023-11-21,129.71,130.41,129.58,129.58,1190914,795423,66.7910445616483
SYM053,2023-11-22,129.34,130.45,125.75,128.95,513624,196591,38.27535068488892
SYM053,2023-11-23,128.75,130.0,127.96,127.96,565639,274836,48.58866543749087
SYM053,2023-11-24,128.59,128.66,126.87,127.38,1088951,447613,41.105028755672855
SYM053,2023-11-27,128.09,128.64,127.46,127.46,857115,503108,58.697912976730336
SYM053,2023-11-28,127.58,128.04,125.9,128.04,1266844,788149,62.21359555121548
SYM053,2023-11-29,127.99,129.43,127.43,128.89,1165286,958552,82.25895184979244
SYM053,2023-11-30,128.67,129.38,127.94,128.94,1010986,806942,79.81733038215862
SYM053,2023-12-01,129.07,129.26,127.07,129.26,970936,399091,41.103795447726505
SYM053,2023-12-04,128.7,130.41,126.48,130.41,767692,87768,11.432816196163365
SYM053,2023-12-05,130.57,131.99,129.44,131.12,949729,500502,52.69952135273827
SYM053,2023-12-06,131.86,133.2,129.96,133.2,886041,693317,78.24888650442003
SYM053,2023-12-07,133.85,135.15,133.64,133.64,827559,506291,61.17894608401604
SYM053,2023-12-08,133.04,133.69,131.63,133.5,1068962,424824,39.74178415362949
SYM053,2023-12-11,133.77,134.65,132.87,134.09,1100781,426810,38.773400917043034
SYM053,2023-12-12,133.51,133.59,132.05,132.05,790781,398279,50.36539762809408
SYM053,2023-12-13,131.15,133.14,130.33,133.14,789877,394021,49.88384609237074
SYM053,2023-12-14,132.81,133.76,130.1,133.76,987410,541668,54.857508010417874
SYM053,2023-12-15,133.03,133.06,132.47,133.06,537110,201794,37.57035633972854
SYM053,2023-12-18,133.33,133.97,133.21,133.21,1234474,790325,64.02119824227503
SYM053,2023-12-19,133.33,134.06,133.22,133.22,1157641,770324,66.54257343966671
SYM053,2023-12-20,133.16,133.5,130.06,133.5,1423288,1065283,74.84666362752398
SYM053,2023-12-21,133.58,134.34,133.39,134.34,1096782,828285,75.51957755620847
SYM053,2023-12-22,134.64,135.76,133.09,133.09,961919,348297,36.20859466423568
SYM053,2023-12-25,131.98,132.62,131.28,131.28,1247616,1056345,84.6691563242731
SYM053,2023-12-26,131.8,132.04,131.61,131.61,1112128,745324,67.01789320399575
SYM053,2023-12-27,131.35,132.11,130.52,132.11,1176168,667408,56.74429310483768
SYM053,2023-12-28,132.02,133.25,131.85,131.85,1068692,511041,47.81938406731287
SYM053,2023-12-29,132.48,133.05,130.96,131.82,345935,150745,43.57629068830555
SYM054,2023-01-02,97.28,98.24,96.25,96.25,1414957,428002,30.248458194822742
SYM054,2023-01-03,96.51,97.1,96.46,97.1,1379644,758929,55.009111944121294
SYM054,2023-01-04,97.67,97.84,96.11,97.3,1150291,819846,71.27299994430152
SYM054,2023-01-05,97.13,97.38,96.46,97.38,690267,168332,24.386608828428766
SYM054,2023-01-06,97.89,99.0,96.63,97.67,1060736,546447,51.51588885289289
SYM054,2023-01-09,98.23,98.89,97.88,97.88,1251869,649524,51.88437105408395
SYM054,2023-01-10,98.21,98.39,97.84,98.39,1429426,980717,68.60919751901217
SYM054,2023-01-11,98.42,98.95,96.51,98.95,1157149,578599,50.002122197843725
SYM054,2023-01-12,100.17,101.42,99.72,100.66,969751,646935,66.71152592001839
SYM054,2023-01-13,100.47,100.73,100.23,100.73,773007,345544,44.70139807449345
SYM054,2023-01-16,101.61,102.98,100.27,100.27,315276,202653,64.27805685095056
SYM054,2023-01-17,100.65,100.7,99.37,99.37,744930,416282,55.88206150985117
SYM054,2023-01-18,99.98,101.06,99.42,101.06,992323,632729,63.762462406296024
SYM054,2023-01-19,100.87,102.29,99.94,99.94,634061,382215,60.28048047722182
SYM054,2023-01-20,99.8,101.28,97.98,98.05,616737,353190,57.267632240131476
SYM054,2023-01-23,97.9,99.04,97.68,98.87,1081422,604162,55.86742196325632
SYM054,2023-01-24,99.24,100.04,97.96,98.78,1289535,898939,69.71033964553023
SYM054,2023-01-25,98.99,99.11,98.53,99.11,876759,470967,53.71687384038352
SYM054,2023-01-26,99.79,100.79,98.97,98.97,936323,360114,38.46044908873336
SYM054,2023-01-27,98.8,99.58,97.37,97.56,843597,501949,59.50108739578962
SYM054,2023-01-30,98.82,100.27,97.19,99.86,539424,323786,60.02457828512483
SYM054,2023-01-31,99.25,99.49,98.45,99.49,1260752,934717,74.13969292464786
SYM054,2023-02-01,99.22,99.82,99.02,99.53,1140973,309161,27.09633396538811
SYM054,2023-02-02,99.74,99.75,99.61,99.75,960631,402316,41.88041633173687
SYM054,2023-02-03,99.6,102.1,98.99,101.37,770792,386361,50.125224876318725
SYM054,2023-02-06,101.32,101.52,100.51,100.51,1015611,659819,64.96774344531742
SYM054,2023-02-07,100.85,102.18,99.9,100.18,1088668,931189,85.53474406954156
SYM054,2023-02-08,99.76,100.25,99.6,100.25,620151,325306,52.455943050405736
SYM054,2023-02-09,99.43,100.29,97.1,97.2,1419053,901512,63.52918600650112
SYM054,2023-02-10,98.01,99.11,97.59,99.11,814000,461569,56.70392213037371
SYM054,2023-02-13,100.05,101.05,99.24,101.05,1012006,563026,55.63466745476543
SYM054,2023-02-14,99.75,99.78,98.52,99.78,1220454,728540,59.69421670254021
SYM054,2023-02-15,100.53,101.13,100.25,101.13,1483869,923013,62.20319226097353
SYM054,2023-02-16,101.97,103.49,101.74,103.49,1331506,919797,69.07951458511933
SYM054,2023-02-17,103.57,104.93,103.21,104.93,1158048,803557,69.38897536562698
SYM054,2023-02-20,105.13,105.18,104.3,105.18,1177062,679569,57.73438038745597
SYM054,2023-02-21,104.43,104.94,102.72,104.94,754470,459507,60.904676765806734
SYM054,2023-02-22,104.09,105.99,103.78,104.16,468610,164041,35.00605102000912
SYM054,2023-02-23,104.63,105.83,102.38,103.51,1405463,953970,67.87588608753121
SYM054,2023-02-24,103.49,105.66,103.16,104.3,1025782,536946,52.34510085094639
SYM054,2023-02-27,103.92,105.08,102.56,104.88,1382301,750755,54.31200985614096
SYM054,2023-02-28,104.18,105.49,103.38,105.02,1274633,367799,28.855344156154967
SYM054,2023-03-01,104.53,104.89,104.08,104.08,650889,327335,50.29055647383245
SYM054,2023-03-02,104.55,104.83,103.02,103.91,386684,239193,61.85772696115418
SYM054,2023-03-03,103.84,104.13,103.16,104.13,563271,399223,70.87588671182559
SYM054,2023-03-06,104.61,105.02,103.92,103.92,716605,430965,60.139830396063815
SYM054,2023-03-07,104.02,106.63,103.47,104.08,1669896,598825,35.860025873478136
SYM054,2023-03-08,103.96,105.03,103.23,105.03,1437634,853077,59.33899650059406
SYM054,2023-03-09,104.21,104.78,103.08,104.0,1090557,412984,37.869172000440784
SYM054,2023-03-10,104.96,105.13,103.88,105.13,933360,488290,52.315352437860184
SYM054,2023-03-13,104.94,105.42,104.92,105.42,1289791,725491,56.24880209095948
SYM054,2023-03-14,105.53,107.2,104.49,105.5,1201477,812587,67.63241687774789
SYM054,2023-03-15,106.15,107.15,105.26,105.86,618606,290566,46.971149662086454
SYM054,2023-03-16,106.24,107.2,105.97,105.97,925181,817137,88.32195910817771
SYM054,2023-03-17,106.22,106.46,104.8,106.46,1124244,649205,57.74592330874708
SYM054,2023-03-20,106.24,107.25,106.23,106.78,1466604,743563,50.69966927442093
SYM054,2023-03-21,106.57,108.57,106.01,108.57,513306,340023,66.24180099487998
SYM054,2023-03-22,108.61,109.42,107.94,107.94,1260493,671151,53.24518825624899
SYM054,2023-03-23,107.89,108.31,107.03,107.88,500195,303901,60.756522013250034
SYM054,2023-03-24,108.49,108.93,108.01,108.93,952386,605801,63.60886718128114
SYM054,2023-03-27,108.72,109.92,108.64,109.92,801904,364425,45.445081921124896
SYM054,2023-03-28,109.92,111.18,107.84,109.35,936465,321168,34.29587675939926
SYM054,2023-03-29,109.18,109.49,107.22,107.95,1317574,547357,41.542829683607664
SYM054,2023-03-30,107.88,108.6,106.44,108.6,865685,352389,40.70647043792273
SYM054,2023-03-31,109.08,109.3,108.88,109.3,1289135,668761,51.87677520282228
SYM054,2023-04-03,109.73,109.89,108.88,109.25,999542,405804,40.59904694761686
SYM054,2023-04-04,109.78,111.11,109.73,109.73,1179465,638536,54.13780613324191
SYM054,2023-04-05,109.76,110.19,108.24,110.19,1155693,633164,54.78660710814762
SYM054,2023-04-06,110.11,110.49,109.26,109.26,1395792,1250259,89.57345186420366
SYM054,2023-04-07,108.33,109.17,108.21,108.41,1201272,655423,54.56074992291029
SYM054,2023-04-10,108.02,108.48,107.67,108.48,1122303,750067,66.83285132244384
SYM054,2023-04-11,107.87,108.73,107.66,108.73,943100,559352,59.30997488631314
SYM054,2023-04-12,108.79,110.7,108.63,109.37,940877,566511,60.21099228498681
SYM054,2023-04-13,110.53,110.75,108.85,110.47,970859,469256,48.33410729840738
SYM054,2023-04-14,110.23,110.93,110.21,110.74,1106318,852928,77.09612481012431
SYM054,2023-04-17,110.0,110.53,108.49,110.21,823141,82314,10.0
SYM054,2023-04-18,109.39,110.18,108.69,110.18,918793,729521,79.39997273572526
SYM054,2023-04-19,109.64,110.19,108.28,109.01,1254928,793836,63.25756476428528
SYM054,2023-04-20,109.43,110.08,109.13,109.13,1073090,551847,51.4260556215098
SYM054,2023-04-21,107.73,108.04,107.72,107.72,578765,390374,67.44963538139497
SYM054,2023-04-24,107.93,108.21,107.8,107.8,822008,361661,43.997272284128755
SYM054,2023-04-25,108.57,108.9,107.49,107.49,1162103,432607,37.22624606805373
SYM054,2023-04-26,107.71,108.44,105.98,108.44,841990,472534,56.1211181293904
SYM054,2023-04-27,108.05,109.43,107.94,107.94,1784983,1091276,61.13653089583637
SYM054,2023-04-28,107.44,108.7,107.31,107.31,847424,421789,49.773122326625675
SYM054,2023-05-01,106.93,107.82,106.65,107.32,815996,474558,58.15691715110613
SYM054,2023-05-02,107.52,107.9,105.29,105.29,438680,219853,50.117059570054145
SYM054,2023-05-03,105.26,105.3,103.66,103.95,889499,569088,63.97849691686822
SYM054,2023-05-04,104.14,104.59,102.76,103.19,812702,492053,60.54541624183748
SYM054,2023-05-05,103.23,103.55,102.89,102.89,1218879,1040193,85.34014710123293
SYM054,2023-05-08,102.69,102.76,102.16,102.16,1347432,990431,73.50514912818254
SYM054,2023-05-09,102.09,103.27,101.84,103.27,707069,475975,67.31667647279005
SYM054,2023-05-10,103.66,105.82,103.65,105.26,805254,436755,54.238273514269295
SYM054,2023-05-11,104.89,104.9,104.38,104.38,748348,263585,35.22228381989036
SYM054,2023-05-12,103.92,104.07,102.74,104.07,1241477,792231,63.81361846713485
SYM054,2023-05-15,104.19,105.35,101.63,105.35,1131691,702376,62.06430540832966
SYM054,2023-05-16,104.45,105.37,102.74,104.86,421172,223973,53.17874680562155
SYM054,2023-05-17,104.68,106.79,103.06,105.29,780890,466870,59.78701437198929
SYM054,2023-05-18,105.34,105.62,104.66,105.62,897234,351831,39.21293097403701
SYM054,2023-05-19,104.72,106.15,103.8,105.6,821946,739751,90.0
SYM054,2023-05-22,105.36,106.74,104.33,104.43,940981,504395,53.603103133070306
SYM054,2023-05-23,104.53,104.88,104.34,104.88,1591591,800807,50.31490030321749
SYM054,2023-05-24,104.86,104.92,104.08,104.25,1479011,732367,49.517357916728706
SYM054,2023-05-25,105.11,105.46,104.68,105.46,634431,276016,43.50609456450189
SYM054,2023-05-26,105.25,106.06,104.73,105.63,927223,425809,45.923096851090264
SYM054,2023-05-29,105.53,106.19,104.63,106.19,678993,445433,65.60200731157717
SYM054,2023-05-30,107.77,108.34,106.11,107.68,940376,838284,89.14359029083458
SYM054,2023-05-31,107.64,108.2,107.3,108.2,1361809,579381,42.5450050931446
SYM054,2023-06-01,108.29,108.3,107.95,108.3,565795,329780,58.286300745915675
SYM054,2023-06-02,108.97,109.15,108.91,108.91,1047645,650954,62.135002619115966
SYM054,2023-06-05,109.08,110.93,108.68,108.68,1192527,1026074,86.0420370264281
SYM054,2023-06-06,108.23,110.05,107.45,107.45,1687453,525947,31.16814531539204
SYM054,2023-06-07,107.92,108.85,107.87,107.87,1038610,693766,66.79763479788615
SYM054,2023-06-08,107.32,108.66,106.24,108.66,768823,506415,65.86888783370475
SYM054,2023-06-09,108.47,108.78,108.37,108.78,749515,313268,41.79614732280115
SYM054,2023-06-12,109.19,109.64,108.97,109.39,1418122,1112429,78.44384586165184
SYM054,2023-06-13,108.74,110.32,107.76,107.76,915660,511642,55.87692791932952
SYM054,2023-06-14,107.75,108.45,106.57,108.45,929245,622688,67.010133232168
SYM054,2023-06-15,108.18,110.27,107.18,107.18,500420,154591,30.892322805213052
SYM054,2023-06-16,106.84,108.78,106.27,108.67,1033716,869225,84.08747764838674
SYM054,2023-06-19,108.14,108.94,107.08,107.08,405588,200589,49.45654982109816
SYM054,2023-06-20,107.7,108.66,107.42,108.27,800938,288252,35.98934393369295
SYM054,2023-06-21,108.09,108.6,106.0,107.83,1120332,609187,54.37560427981388
SYM054,2023-06-22,107.41,108.21,106.65,108.21,1083803,552296,50.95915406764238
SYM054,2023-06-23,109.04,110.07,108.57,108.57,856051,579917,67.7433235056923
SYM054,2023-06-26,108.36,109.41,106.71,106.71,1372178,598897,43.645758220469745
SYM054,2023-06-27,106.45,107.26,106.18,106.18,872551,624178,71.53491997964356
SYM054,2023-06-28,105.72,107.94,103.56,106.44,908467,173399,19.08707687415339
SYM054,2023-06-29,105.55,106.89,104.27,106.21,927773,355090,38.273438076901094
SYM054,2023-06-30,106.85,106.96,106.44,106.96,774339,385111,49.734282454322155
SYM054,2023-07-03,106.7,107.73,104.94,106.41,926674,435682,47.01574602210121
SYM054,2023-07-04,106.54,106.6,105.32,106.6,997112,570057,57.17083894479358
SYM054,2023-07-05,106.74,106.94,105.6,106.94,1762226,1089102,61.802658813505396
SYM054,2023-07-06,107.27,107.4,106.2,107.4,934088,379464,40.62408172515877
SYM054,2023-07-07,108.52,109.4,108.41,108.41,1019590,653678,64.11188615984588
SYM054,2023-07-10,108.07,109.54,107.07,107.85,1352052,746253,55.19413609243274
SYM054,2023-07-11,107.65,108.9,106.84,108.22,1085361,452317,41.67436017678888
SYM054,2023-07-12,108.6,109.02,107.17,107.17,1348330,994263,73.74037313313023
SYM054,2023-07-13,106.24,107.75,105.62,105.7,1352343,771163,57.024274855353134
SYM054,2023-07-14,106.47,106.53,105.62,105.62,901452,234493,26.01281932016191
SYM054,2023-07-17,105.17,105.49,104.73,104.73,1555949,849155,54.574765027111845
SYM054,2023-07-18,104.22,105.17,102.71,104.05,810026,430306,53.12260191769774
SYM054,2023-07-19,103.63,105.48,103.49,104.39,1170816,479291,40.936577134078696
SYM054,2023-07-20,105.47,106.63,104.94,105.48,837676,539466,64.40037834958108
SYM054,2023-07-21,105.42,105.98,104.64,104.64,344915,310423,90.0
